confidence,current_category,current_score,current_signal_type,dataset_tier,editorial_reason,exact_excerpt,final_label,hard_eval,id,label_tier,locality,model_text,published_at,region,report,review_status,source,title,url,event_group,event_group_size,event_label_count,mixed_label_event,is_label_representative,split
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","Житель Пинска рассказал о том, как пытается бороться с водителями эндуро, которые облюбовали для своих поездок лесопарковую зону в районе проспекта Жолтовского. […] В последнее время уже по вечерам катаются на заднем колесе по проспекту Жолтовского и Солнечной улице. […] Также он написал несколько электронных обращений в различные инстанции. — В них я пишу, что возле пешеходов ездят с высокой скоростью, что лес находится в черте города и считается зоной отдыха, так как там установлены скамейки и беседки. Основная претензия, что им там в принципе нельзя ездить. Езда в лесопарковой зоне, по правилам, запрещена. Спортинвентарь можно использовать только на специально оборудованных площадках, частных территориях. […]",KEEP,,RQ-f14c44c91bac,SILVER,,,2026-08-11T13:14:14+00:00,,,REVIEWED,Виртуальный Брест,Эндуристы облюбовали лесопарковую зону. Местный житель пытается с ними бороться,https://virtualbrest.ru/news189053.php,EVT-d01b0d11f9d9,2,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.",В Беларуси предлагают изменить порядок расчета пособия по уходу за ребенком до трех лет. Вместо привязки к средней зарплате по стране его размер хотят рассчитывать с учетом фактических доходов получателя. […],KEEP,,RQ-30a3fd507fb2,SILVER,,,2026-08-11T12:50:00+00:00,,,REVIEWED,CityDog,В Беларуси хотят изменить правила выплаты пособия на детей до трех лет. От чего будет зависеть сумма?,https://citydog.io/post/zaden-detskiye-posobiya,EVT-7daa9cbb1910,1,1,NO,YES,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.",[…] Фактические розничные цены многократно превысили предельно допустимые значения. […] Юридическое лицо оштрафовано на сумму более 30 тысяч рублей . […],KEEP,,RQ-16dd9417e183,SILVER,,,2026-08-11T12:26:21+00:00,,,REVIEWED,Прысталічча,"Продавца с рынка ""Валерьяново"" оштрафовали за завышенные цены - 11.08.2026",https://pristalica.by/11082026/prodavcza-s-rynka-valeryanovo-oshtrafovali-za-zavyshennye-czeny,EVT-efe33742f16b,5,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] В комментариях под постом многие родители поделились похожими историями, а одна из учительниц школы в Новой Боровой объяснила, в чем может быть причина текучки кадров. […] Что случилось? «Кажется, столько сил тратится на образование ребенка (кружки, школа английского, творческий лагерь на каникулах), а школа обеспечить базовым не может. Зато здание красивое и очередь желающих попасть», – написала беларуска. В опубликованном видео женщина рассказала, что сейчас ее дочь Алиса готовится к четвертому классу, но семья до сих пор не знает, кто станет новым классным руководителем. По словам женщины, она ожидала, что подобное может случиться, потому что слышала похожие истории от соседей. […] Ну я размышляю как простой родитель. […]",KEEP,,RQ-9be7c4b3da9a,SILVER,,,2026-08-11T12:11:05+00:00,,,REVIEWED,CityDog,"«За четыре класса – третий учитель». Беларуска пожаловалась на текучку кадров в школе Новой Боровой, а учительница объяснила, почему так происходит",https://citydog.io/post/tekuchka-kadrov,EVT-cf9fbfa79a78,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] При этом похожая ситуация наблюдается не только в Пинске. Экологи подтверждают, что уровень воды снизился практически на всех крупных реках Полесья, включая Припять и Ясельду. Одно из видео с Пины быстро разошлось по соцсетям. […] Есть и те, кто считает, что вода начала уходить еще несколько недель назад. «Она ушла уже больше месяца назад.» Другие уверены, что подобное уже случалось, но нынешнее обмеление выглядит значительно сильнее. «Такое бывает почти каждый год, но в этот раз заметно сильнее.» О снижении уровня воды сообщают жители разных районов Полесья. Особенно часто в комментариях упоминают Припять и Ясельду. […]",KEEP,,RQ-ee0449e4e356,SILVER,,,2026-08-11T10:42:35+00:00,,,REVIEWED,Медиа-Полесье,Обмеление Пины тревожит пинчан. Что происходит с реками Полесья — Media-Polesyе,https://media-polesye.com/news/obmelenie-piny-trevozhit-pinchan-chto-proishodit-s-rekami-polesya,EVT-ebdd08d20af1,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Местные госСМИ уже показали результат: вокруг двух водоемов появились новые пешеходные дорожки и лавочки, а вдоль берегов установили ограждение. […] Люди отмечают, что раньше территория выглядела запущенной, а вечером здесь было неуютно и страшно ходить. Но стоило показать обновленную Шаманку, как жители сразу заметили то, чего на красивых кадрах не хватает. […] И это неудивительно. Состояние городского парка бобруйчане уже неоднократно критиковали: старые и неработающие аттракционы, запущенная территория и отсутствие нормального обновления давно вызывают вопросы у жителей. Поэтому благоустройство Шаманки люди в целом встретили с радостью, но теперь ждут продолжения: сначала почистить сами озера, а затем наконец вспомнить и про городской парк. Будь на связи и в безопасности: подключи BGlobal VPN Наш канал в Telegram . […]",KEEP,,RQ-9f92f973b497,SILVER,,,2026-08-11T10:26:21+00:00,,,REVIEWED,BGmedia,"Шаманка в Бобруйске порадовала людей благоустройством, но вопросы к нему остались — BGmedia",https://bgmedia.site/news/v-bobrujske-nakonecz-vzyalis-za-shamanku,EVT-b345fbb89b69,2,1,NO,NO,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] Переход на трёхгрупповую систему деления школьников по классам &amp;mdash; это грамотное, физиологически обоснованное решение. Потребности пятиклассника и выпускника школы кардинально различаются, и уравнивать их рационы было не совсем корректно с точки зрения гигиены питания детей и подростков. Новая градация поможет избежать дефицита калорий у старших ребят и предотвратит переедание у младших. Введение единого стандарта &amp;laquo;салат &amp;mdash; горячее &amp;mdash; напиток&amp;raquo; гарантирует, что ребёнок получит полноценный, биологически ценный приём пищи вместо хаотичных перекусов сухомяткой. Что касается расширения меню за счёт полуфабрикатов и снятия ограничений на паштеты или хлебобулочные изделия &amp;mdash; родителям не стоит волноваться. Вся продукция, поступающая на школьный пищеблок, проходит строжайшую гигиеническую экспертизу. В ней жёстко контролируется содержание соли, сахара и полное отсутствие искусственных усилителей вкуса или опасных трансжиров. […]",REJECT,,RQ-440e4ad5b498,SILVER,,,2026-08-11T10:06:31+00:00,,,REVIEWED,Вечерний Бобруйск,Врач-гигиенист из Бобруйска рассказала о новых правилах питания в школах с 1 сентября,https://bobr.by/news/health/198404,EVT-2f7eb00f742a,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Отдельно оценивается безопасность детских товаров. Для этого к проверкам привлечены санитарные службы. Если на школьном базаре отсутствуют важные позиции, профсоюзы совместно с местными органами власти стараются оперативно решить проблему. Советник главного управления социального партнерства и трудовых отношений ФПБ Любовь Гончарова отметила, что при необходимости специалисты связываются с отечественными производителями и подключают их к обеспечению нужного ассортимента. Проверки проходят по всей республике. […] О результатах проверок в Могилеве рассказали в телеэфире. После рейдов на школьных базарах областного центра из продажи изъяли почти 30 импортных товаров. […]",REJECT,,RQ-9e5bc12352a9,SILVER,,,2026-08-11T09:45:00+00:00,,,REVIEWED,Минская правда,"Школьные базары по всей Беларуси проверяют на цены, качество и документы - 11.08.2026",https://mlyn.by/11082026/shkolnye-bazary-po-vsej-belarusi-proveryayut-na-czeny-kachestvo-i-dokumenty,EVT-2c8f12e17b13,2,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Как утверждает одна из пациенток, на ее глазах у соседки по палате начались схватки на сроке в 22 недели — и персонал сказал той рожать прямо в своей кровати. […] По словам Марии, ее подруга побежала «звать хоть кого-нибудь», когда у пациентки отошли воды, начались схватки и «начал вылазить малыш». […] После родов, как пересказывает Мария со слов подруги, мертворожденного ребенка забрали, а пациентке сказали ждать чистку. В палате при этом было грязно: кровь и воды остались, судя по рассказу, прямо у кровати. Но убирать никто не спешил — пациентке сказали сделать это самостоятельно, якобы из-за отсутствия санитарок. «В смысле? […] До сих пор внутри чувство, что нужно было куда-то обращаться. […]",KEEP,,RQ-31e00247161f,SILVER,,,2026-08-11T08:52:42+00:00,,,REVIEWED,Хартия-97,«Это настоящий ад для женщины»,https://charter97.org/ru/news/2026/8/11/694378,EVT-24147a4d6124,3,2,YES,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Для местных жителей такие места становятся частью истории населенного пункта, поэтому за ними ухаживают. […] – Посмотрели на старый крест и решили, что пора его менять. Люди поддержали идею, начали собирать деньги – каждый давал столько, сколько мог, – рассказывает Марьян. На собранные средства приобрели два высоких креста из лиственницы. […] – Для нас это место – часть деревни, ее душа. Когда все закончили, самому стало очень приятно. Жители тоже подходят, смотрят – им нравится. […]",REJECT,,RQ-52963bf47169,SILVER,,,2026-08-11T08:06:03+00:00,,,REVIEWED,Прысталічча,Жители Михановичей своими силами обновили памятное место - 11.08.2026,https://pristalica.by/11082026/zhiteli-mihanovichej-svoimi-silami-obnovili-pamyatnoe-mesto,EVT-b51d517c213c,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Пакупніку прапануюць не толькі назву і рэстаранны бізнес. […] Напрыклад, дыска-бар на вуліцы Замкавай плошчай 226,3 квадратнага метра прадаюць за 1 037 190 рублёў. […] Яшчэ адзін гатовы бар — Lunatic Bar — прадаюць на вуліцы Урыцкага, 5. […] За бізнес просяць 389 тысяч рублёў. Яшчэ адзін гатовы рэстаранны бізнес прапануюць купіць у Гродне — «гастрабар прэміяльнага ўзроўню» — «Брудершафт», які размешчаны на вуліцы Горкага, 64. У ўстанове зала на 40 месцаў, ёсць таксама летняя тэраса на 20 гасцей. У аб’яве адзначаюць зручную паркоўку, дызайнерскі рамонт, цалкам абсталяваныя кухню і бар, мэблю і прафесійную тэхніку. […]",REJECT,,RQ-fe111529c246,SILVER,,,2026-08-11T07:51:00+00:00,,,REVIEWED,Hrodna.life,У цэнтры Гродна прадаюць рэстаран «Барашка» з высокім рэйтынгам. Уладальнік назваў прычыну,https://hrodna.life/2026/08/11/barashka-prodaz,EVT-fcef77a7df96,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Атракцыёны не працуюць, частка канструкцый стаіць у напаўразабраным стане, тэрыторыя выглядае закінутай. Добра, што хоць працягваюць працаваць прыватныя батуты і іншыя платныя забавы — без іх, як адзначае аўтарка відэа, дзецям у парку практычна няма чым заняцца. «Нагадвае кадры з Прыпяці. […] А 18 ліпеня чарговы суботнік зладзілі ўжо работнікі райвыканкама, дэпутаты, камунальнікі і арандатары. Першы намеснік старшыні райвыканкама Ягор Джандараў тады фактычна прызнаў, што глабальных работ гэтым летам не будзе: сезон ужо пачаўся, таму абмяжуюцца кропкавым добраўпарадкаваннем — у тым ліку фарбаваннем лавак. У каментарах аршанцы пад відэа ў TikTok абураюцца, што дзеля звычайных дзіцячых забаваў сем’і вымушаныя ездзіць у іншыя гарады: «Хоць адзін чалавек праўду пра дзіцячы парк зняў. Каб дзяцей пакатаць, сказалі: едзьце ў іншыя гарады. […]",KEEP,,RQ-69a4026b3946,SILVER,,,2026-08-11T07:37:13+00:00,,,REVIEWED,BGmedia,"«Нагадвае кадры з Прыпяці». Жыхарка Оршы паказала стан дзіцячага парку, рэканструкцыя якога так і не пачалася — BGmedia",https://bgmedia.site/society/zhyharka-orshy-pakazala-stan-dziczyachaga-parku,EVT-012c6feca42d,1,1,NO,YES,train
HIGH,,,,SILVER,"Заголовок прямо фиксирует конкретную жалобу, нарушение или социально-экономическую проблему.","Проверка, проведенная Министерством антимонопольного регулирования и торговли на столичном рынке «Валерьяново», выявила : местный продавец превратил обычные апельсины и мандарины в настоящий «золотой» товар, накрутив цены в разы выше законодательно установленного лимита. […] Вместо разрешенных законом 33–34% (с учетом оптовой надбавки и надбавки импортера), предприниматели установили наценку, которая шокировала даже опытных проверяющих — от 274% на апельсины до ошеломляющих 424% на мандарины . Согласно материалам проверки, цены на прилавках оказались космическими: Такая ценовая политика не осталась безнаказанной. Экономический суд Минской области уже вынес вердикт: ООО «Валерком» оштрафовано на сумму более 30 тысяч рублей . Кроме того, ответственность понесет и конкретное должностное лицо, допустившее столь грубое нарушение. […]",KEEP,,RQ-256033a6fdeb,SILVER,,,2026-08-11T06:47:02+00:00,,,REVIEWED,Kraj.by,"Проверка МАРТ на столичном рынке «Валерьяново» выявила наценку в более 400%, 11.08.2026",https://news.kraj.by/20260811/proverka-mart-na-stolichnom-rynke-valeryanovo-vyyavila-vopiyushhie-narusheniya,EVT-efe33742f16b,5,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Водитель должен учитывать не только дорожные знаки и требования ПДД, но и погоду, видимость, состояние дороги, интенсивность движения и техническое состояние автомобиля. В темное время суток или при плохой видимости скорость должна быть такой, чтобы водитель успел остановиться в пределах видимого участка дороги. Если впереди появилась опасность или препятствие, нужно сразу снижать скорость, вплоть до полной остановки. В населенных пунктах максимальная разрешенная скорость обычно составляет 60 км/ч. […]",REJECT,,RQ-6c00c8fcebe7,SILVER,,,2026-08-11T06:10:24+00:00,,,REVIEWED,Smartpress.by,ГАИ лишила минчанина статуса водителя после работы спецкомплекса “Бинар”,https://smartpress.by/news/gai-lishila-minchanina-statusa-voditelya-posle-raboty-spetskompleksa-binar,EVT-267b6522ab2c,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"Цифровой меню-борд — это экран или группа экранов в зоне заказа, которые показывают позиции, цены, комбо и акции заведения. […] Экран, на который принесли файл с флешки, показывает готовое изображение — чтобы поменять цену, кто-то должен приехать на точку. Управляемое меню-табло хранит позиции, цены и статусы отдельными полями, а внешний вид задаёт шаблон. […] В небольшом зале обычно хватает 32–43 дюймов, в крупной зоне заказа фудкорта или QSR ставят 55 дюймов и больше. Ориентир простой: с самой дальней точки очереди гость должен прочитать цену, не подходя ближе. Вертикальная ориентация вмещает длинный список позиций, горизонтальная лучше показывает фото блюд и комбо-наборы. […] Для одной точки с ассортиментом, который не меняется месяцами, вариант рабочий и почти бесплатный. […]",REJECT,,RQ-ca5c195a6920,SILVER,,,2026-08-11T06:10:03+00:00,,,REVIEWED,ВГР,Меню на экране в общепите — как устроены цифровые меню-борды — Вечерний Гродно,https://vgr.by/2026/08/11/menyu-na-ekrane-v-obshhepite-kak-ustroeny-czifrovye-menyu-bordy,EVT-49890b7c46ef,1,1,NO,YES,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] Заведующий Минским планетарием Минского государственного дворца детей и молодежи Александр Микулич подробно объяснил, где лучше всего смотреть на эти явления и как организовать наблюдение за Солнцем без риска для зрения. […] Особенность предстоящего явления 12 августа в том, что полную его фазу смогут увидеть жители Западной Европы. […] Жители смогут зафиксировать лишь первое касанием – момент, когда Луна начнет заходить на диск Солнца . […] Категорически запрещено наводить на Солнце любую увеличительную оптику (телескопы, бинокли, фотообъективы) без защитных фильтров: оптика действует как выжигательная линза. Обычные солнцезащитные очки не обеспечивают нужной защиты, особенно если пытаться снимать приближение на смартфон – это опасно для глаз и не даст качественных кадров. Для визуальных наблюдений и съемки рекомендуется применять специальную пленку Baader AstroSolar: из нее можно изготовить очки либо апертурный фильтр для оптики и телескопов. […] В Минске в крайнем случае подойдут крупные парки, но там будут заметны только самые яркие метеоры. […]",REJECT,,RQ-96dceacb5fb4,SILVER,,,2026-08-11T06:07:26+00:00,,,REVIEWED,Смолевичи-24,"Космическое ""шоу"" с 12 на 13 августа: почему в этот день стоит посмотреть в небо? - 11.08.2026",https://smolevichi-24.by/11082026/kosmicheskoe-shou-s-12-na-13-avgusta-pochemu-v-etot-den-stoit-posmotret-v-nebo,EVT-711aa3ca73ab,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Специалисты рекомендуют выбирать площадки как можно дальше от городской засветки. Лучше всего подойдут открытые поля, возвышенности, берега водоемов или загородные территории, где отсутствуют яркие источники искусственного освещения. Наблюдать парад желательно на восточном или юго-восточном горизонте, поскольку именно там будут появляться большинство планет. […]",REJECT,,RQ-a54150835c26,SILVER,,,2026-08-11T06:05:25+00:00,,,REVIEWED,ВГР,Большой парад планет — в ночь с 11 на 12 августа состоится главное астрономическое событие года — Вечерний Гродно,https://vgr.by/2026/08/11/bolshoj-parad-planet-v-noch-s-11-na-12-avgusta-sostoitsya-glavnoe-astronomicheskoe-sobytie-goda,EVT-c4c9948752dd,1,1,NO,YES,train
HIGH,,,,SILVER,Исправлено при полном редакционном аудите заголовка и извлеченного текста.,"[…] Пробуем просчитать несколько вариантов. Первый — оптимистичный, когда до квартиры мечты не хватает совсем чуть-чуть, а текущие долговые и коммунальные платежи совсем незначительные. Что же видим? […]",KEEP,,RQ-ba737e0abe36,SILVER,,,2026-08-11T05:20:19+00:00,,,REVIEWED,Виртуальный Брест,"И так на протяжении 18 лет? Считаем, сколько придется платить по кредиту под 1%",https://virtualbrest.ru/news188989.php,EVT-14c6f61a3654,4,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","Свободный доступ на участки, открытые колодцы и густой бурьян — такие нарушения выявили прокуроры при проверке заброшенных домов и недостроенных зданий. Как сообщает телеканал Гродно Плюс, строения, оставленные без присмотра, могут представлять реальную опасность для жизни и здоровья граждан. Как в городе следят за такими объектами и какие меры принимаются для обеспечения безопасности? […] В дальнейшем будет проводиться та же работа по еженедельному обследованию объекта на предмет закрытия и на предмет незахламлённости посторонними предметами. Ещё хуже, если оставленные владельцами дома захламлены мусором и множеством старых вещей. В таком случае фактор опасности возрастает. Стоит заглянуть глубже – и обнаруживаются находки, которые свидетельствуют о том, что место пытались обжить. […]",KEEP,,RQ-27ab0b31bdef,SILVER,,,2026-08-11T04:18:49+00:00,,,REVIEWED,NewGrodno,"Бурьян, колодцы и забытые стройки: прокуроры нашли опасности в заброшенных зданиях Гродно",https://newgrodno.by/society/prokurory-nashli-opasnosti-v-zabroshennyh-zdaniyah-grodno,EVT-38630e0f3e1f,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","[…] Тогда жители города задавались похожим вопросом: почему элементы моста приходится ремонтировать снова и снова. Особенно показательно, что нынешнее обсуждение возникло вскоре после того, как городские службы уже проводили ремонт деформационных швов на этом мосту. В марте в телеграм-канале «Любимый Брест» сообщалось, что специалисты Брестского ДЭП выполняют плановый ремонт деформационных швов на мосту через Мухавец по улице 28 Июля. […] Разбитый стык означает удар по автомобилю, а для мотоциклистов и велосипедистов может представлять дополнительную опасность. […] Но сама по себе ссылка на жаркое лето не отвечает на вопрос о долговечности ремонта. Если один и тот же участок приходится регулярно приводить в порядок, у жителей закономерно возникают вопросы к качеству работ, материалам и контролю за их выполнением. Пока водителям остается только надеяться, что шов не превратится в очередную «ловушку» для колес. […]",KEEP,,RQ-abc80853e0de,SILVER,,,2026-08-11T04:07:01+00:00,,,REVIEWED,BGmedia,На мосту через Мухавец в Бресте снова развалились стыки: как реагируют брестчане? — BGmedia,https://bgmedia.site/society/brestchane-snova-zhaluyutsya-na-shvy-na-mostu-cherez-muhavecz,EVT-d9254aa4ed3d,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","❤️ Доброе утро! 🌿 «Река превратилась в болото»: жительница Гомеля показала, как выглядит Сож возле набережной Река сильно обмелела, а прибрежная зона заплыла густой растительностью и тиной. Горожане вспоминают, что раньше по Сожу ходили земснаряды и катера, а фарватер регулярно чистили. Впрочем, специалисты напоминают, что кувшинки и водная флора сами по себе — лишь следствие мелководья, а не обязательно показатель загрязнения. […]",KEEP,,RQ-c2b59d8d3853,SILVER,,,2026-08-11T04:04:00+00:00,,,REVIEWED,Беларусь за МКАДом,Доброе утро!,https://t.me/zamkadomby/67146,EVT-e6c6abdb566e,1,1,NO,YES,train
HIGH,,,,SILVER,Редакционный второй проход: нет подтвержденной проблемы в предметной области S-monitor.,"[…] Выбор стоял между бюджетным вариантом с последующей доработкой и более дорогой моделью, на которой пришлось бы ездить без доработок. Финансовые приоритеты и отсутствие детей склонили чашу весов в пользу компактного BELGEE X50, который тогда только начинал свое шествие по дорогам страны. Интересно, что покупатель изначально присматривался к Geely Coolray, но в итоге ему достался один из первых экземпляров X50 прямо с конвейера. […] Он считает, что все доработки для следующего покупателя станут лишь бонусом, а не окупаемыми вложениями. […]",REJECT,,RQ-12782b645438,SILVER,,,2026-08-11T02:48:35+00:00,,,REVIEWED,NewGrodno,Бамблби по-белорусски: история яркого BELGEE X50 с пробегом за 100 000 км,https://newgrodno.by/auto/istoriya-yarkogo-belgee-x50,EVT-cef772273b59,1,1,NO,YES,train
HIGH,,,,SILVER,Исправлено при полном редакционном аудите заголовка и извлеченного текста.,"[…] Пробуем просчитать несколько вариантов. Первый — оптимистичный, когда до квартиры мечты не хватает совсем чуть-чуть, а текущие долговые и коммунальные платежи совсем незначительные. Что же видим? […]",KEEP,,RQ-fd15cc285a1b,SILVER,,,2026-08-10T19:01:29+00:00,,,REVIEWED,БрестСИТИ,Кредит под 1% от Беларусбанка. Калькулятор. Сколько придется платить,https://brestcity.com/blog/skolko-pridetsya-platit,EVT-14c6f61a3654,4,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","Беларусы, которые имеют гражданство другой страны, должны въезжать в Беларусь и выезжать из нее по беларусскому паспорту. […] Если действующего беларусского документа нет, вернуться в страну можно по специальному свидетельству, однако выехать по нему обратно за границу уже не получится, рассказала начальница управления по вопросам гражданства и выезда за границу главного консульского управления МИД Светлана Борисенко. Чиновница напомнила, что по беларусскому законодательству за гражданином Беларуси не признается принадлежность к гражданству другого государства. «Это означает, что гражданин Беларуси, несмотря на наличие у него гражданства другого государства, должен въезжать в нашу страну и выезжать с ее территории по паспорту гражданина Республики Беларусь», — пояснила Борисенко. Если беларус живет за границей и у него нет действующего паспорта (например, документ просрочен, потерян или стал непригодным для использования) необходимо обратиться в беларусское посольство или консульство за свидетельством на возвращение. Оно дает право один раз въехать в Беларусь. […] Если на момент рождения ребенка хотя бы один из родителей был гражданином Беларуси, ребенок автоматически приобретает беларусское гражданство независимо от места рождения. […]",KEEP,,RQ-279ef0087993,SILVER,,,2026-08-10T19:01:00+00:00,,,REVIEWED,Zerkalo.io,Действует только на въезд. После истории с иностранными паспортами детей МИД объяснил нюанс еще с одним важным документом,https://news.zerkalo.io/life/133970.html,EVT-810edf467af2,1,1,NO,YES,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","МАРТ выявил на рынке под Минском цитрусовые в несколько раз дороже допустимой цены Товары со значительным завышением цен выявило Министерство антимонопольного регулирования и торговли во время “контрольно-аналитических мероприятий на рынке “Валерьяново“. Как сообщает МАРТ, фактические розничные цены составили на апельсины свежие — 25 рублей при максимально разрешенной 8,89 рубля; на мандарины свежие — от 19,90 до 35 рублей (5,44–8,89). Вместо допустимых 33-34% (с учетом оптовой надбавки и надбавки импортера) были установлены надбавки в размере от 274,7 % на апельсины до 424,58 % на мандарины, делает вывод ведомство. […]",KEEP,,RQ-e4aaa93df088,SILVER,,,2026-08-10T18:28:48+00:00,,,REVIEWED,Позірк,МАРТ выявил на рынке под Минском цитрусовые по цене в несколько раз выше разрешенной,https://pozirk.online/ru/news/199452,EVT-efe33742f16b,5,1,NO,NO,train
HIGH,,,,SILVER,"Редакционный второй проход: подтверждена конкретная белорусская проблема, жалоба или нарушение.","Министерство антимонопольного регулирования и торговли обнаружило серьезное завышение цен на цитрусовые на рынке «Валерьяново». У компании «Валерком» торговые надбавки на отдельные позиции превышали допустимые в несколько раз. Так, свежие апельсины продавали по 25 рублей за килограмм, хотя рассчитанная с учетом установленных ограничений цена составляла 8,89 рубля. Еще заметнее разница оказалась у мандаринов: покупателям их предлагали по цене от 19,90 до 35 рублей при расчетной стоимости от 5,44 до 8,89 рубля. […]",KEEP,,RQ-cfd58efe2a13,SILVER,,,2026-08-10T17:39:27+00:00,,,REVIEWED,Виртуальный Брест,На рынке «Валерьяново» нашли мандарины по 35 рублей. Продавца серьезно наказали,https://virtualbrest.ru/news188977.php,EVT-efe33742f16b,5,1,NO,NO,train
HIGH,,,,SILVER,Очевидно нерелевантный жанр или событие вне предмета S-monitor.,"[…] А это, как утверждают зоозащитники, угрожает существованию редкой шипогрудой лягушки Пеуэнче. […] «10 августа правительство Чили может одобрить катастрофический план по уничтожению центра их единственного известного ареала обитания», — говорится в посте актера. По его словам, проект строительства линии электропередачи между Чили и Аргентиной угрожает среде обитания этого земноводного. ДиКаприо заявил, что защитники природы хотят изменить маршрут линии, чтобы избежать дальнейшего риска для вида. Проект соединит электроэнергетические системы Чили и Аргентины линией электропередачи напряжением 500 киловольт, проходящей через Анды. […]",REJECT,,RQ-d62ad4db37b1,SILVER,,,2026-08-10T17:20:00+00:00,,,REVIEWED,Zerkalo.io,Леонардо Ди Каприо вмешался в чилийский энергетический проект из-за редкой лягушки,https://news.zerkalo.io/cellar/133962.html,EVT-0559a1aebfe8,1,1,NO,YES,train
